Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
HP,Workstation,17.3,1920,1080,IPS,0,Full HD,Intel,Xeon,,2.0,5,NVIDIA,16,256,0,0,0,256,3.0,Heavy,Premium,233845.92,Yes,0.7183333333333334,3.071823247261844e-06,Low Value
LENOVO,Netbook,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.4,Medium,Budget,25308.0,No,0.1258333333333333,4.972077340498391e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.84,Medium,Premium,101232.0,No,0.5650000000000001,5.581239133870713e-06,Low Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,NVIDIA,4,0,1024,0,0,1024,2.45,Heavy,Budget,30849.12,No,0.5133333333333333,1.6640128902650493e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,180,0,0,0,180,1.7,Medium,Mid-Range,58394.88,No,0.5309114583333333,9.091746713638821e-06,Balanced
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,Intel,4,256,0,0,0,256,2.37,Heavy,Mid-Range,45282.672,No,0.6383333333333333,1.4096635758007684e-05,High Value
LENOVO,2 in 1 Convertible,13.3,3200,1800,IPS,1,Quad HD+,Intel,i5,6.0,1.0,4,Intel,8,256,0,0,0,256,1.3,Medium,Mid-Range,63882.72,No,0.4650000000000001,7.278963700982051e-06,Low Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,58554.72,No,0.5525,9.435618512051633e-06,Balanced
HP,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.59,Heavy,Premium,83170.08,No,0.665,7.995663825260237e-06,Balanced
DELL,Gaming,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,152859.7872,Yes,0.7183333333333334,4.699295651860841e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,2.1,Medium,Budget,31914.72,No,0.5383333333333333,1.686786953898807e-05,High Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,55837.44,No,0.6525,1.1685707654219104e-05,High Value
DELL,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,256,0,0,0,256,1.18,Light,Premium,99047.52,No,0.7183333333333334,7.252411098564945e-06,Low Value
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i5,,1.0,4,Intel,8,256,0,0,0,256,1.1,Light,Premium,83063.52,No,0.4650000000000001,5.598125386451237e-06,Low Value
ASUS,Ultrabook,13.3,3200,1800,IPS,0,Quad HD+,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,60153.12,No,0.5650000000000001,9.392696505185434e-06,Balanced
DELL,Notebook,13.3,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.65,Medium,Mid-Range,45234.72,No,0.4133333333333333,9.137523860727628e-06,Balanced
ACER,Notebook,13.3,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,128,0,0,0,128,1.6,Medium,Budget,34898.4,No,0.5258333333333333,1.5067548464495027e-05,High Value
ASUS,Notebook,17.3,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,NVIDIA,4,0,1024,0,0,1024,2.8,Heavy,Budget,25059.715199999995,No,0.1133333333333333,4.522530780131664e-06,Low Value
DELL,Gaming,15.6,3840,2160,IPS,1,UHD,Intel,i7,6.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,2.72,Heavy,Mid-Range,58554.72,No,0.7058333333333333,1.2054251703933233e-05,High Value
SAMSUNG,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.31,Medium,Premium,85194.72,No,0.665,7.805648049550489e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,1024,0,0,1024,2.1,Medium,Budget,15877.44,No,0.1133333333333333,7.13801049371519e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,16,256,0,0,0,256,2.3,Heavy,Mid-Range,62938.0656,No,0.7183333333333334,1.1413336690369037e-05,Balanced
SAMSUNG,2 in 1 Convertible,15.0,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,AMD,16,256,0,0,0,256,1.71,Medium,Premium,95850.72,No,0.7183333333333334,7.494292513747767e-06,Low Value
TOSHIBA,Notebook,14.0,1366,768,IPS,0,HD,Intel,i5,6.0,2.0,4,Intel,4,128,0,0,0,128,1.75,Medium,Mid-Range,54345.6,No,0.5258333333333333,9.675729651219847e-06,Balanced
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.62,Heavy,Mid-Range,58554.72,No,0.64,1.092994723567972e-05,Balanced
HP,Ultrabook,12.5,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,256,0,0,0,256,1.26,Light,Mid-Range,66280.31999999999,No,0.5383333333333333,8.122069014351974e-06,Balanced
ASUS,2 in 1 Convertible,15.6,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,0,2048,0,0,2048,2.3,Heavy,Mid-Range,44701.92,No,0.6666666666666666,1.491360251789334e-05,High Value
LENOVO,Notebook,15.6,3840,2160,Standard,0,UHD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.5,Heavy,Premium,126273.6,No,0.7433333333333334,5.886688376139853e-06,Low Value
ACER,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.8,Medium,Budget,33886.08,No,0.4258333333333333,1.2566615357495858e-05,High Value
RAZER,Gaming,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,1.95,Medium,Premium,154458.72,Yes,0.7433333333333334,4.812504812504813e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,8,128,0,0,0,128,2.0,Medium,Budget,31003.632,No,0.1525,4.918778548268151e-06,Low Value
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,32,1024,1024,0,0,2048,4.42,Heavy,Premium,191211.264,Yes,0.9,4.706835680977456e-06,Low Value
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.3,Heavy,Premium,125208.0,No,0.7183333333333334,5.737120098822227e-06,Low Value
TOSHIBA,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,1.47,Medium,Premium,93985.92,No,0.7433333333333334,7.908986083589258e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,17529.12,No,0.14,7.98671011436969e-06,Balanced
LENOVO,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.7,Medium,Premium,122490.72,No,0.7433333333333334,6.0684869297309495e-06,Low Value
MSI,Gaming,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,1.6,Medium,Premium,100752.48,No,0.7183333333333334,7.129683888012815e-06,Low Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,58021.92,No,0.5525,9.522263310142099e-06,Balanced
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,4,0,1024,0,0,1024,2.4,Heavy,Mid-Range,53226.72,No,0.6133333333333333,1.1523034546057568e-05,Balanced
ACER,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.2,Heavy,Premium,122490.72,No,0.7183333333333334,5.864389835681702e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.62,Heavy,Mid-Range,52480.8,No,0.5650000000000001,1.0765841984116097e-05,Balanced
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.24,Heavy,Mid-Range,71341.92,No,0.6525,9.146095311143855e-06,Balanced
VERO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.22,Light,Budget,10810.512,No,0.1133333333333333,1.0483623100675833e-05,Balanced
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.37,Medium,Premium,104961.6,No,0.6900000000000001,6.573832715964696e-06,Low Value
LENOVO,2 in 1 Convertible,15.6,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,AMD,8,256,0,0,0,256,2.08,Medium,Mid-Range,51095.52,No,0.5650000000000001,1.1057720911735513e-05,Balanced
APPLE,Ultrabook,12.0,2304,1440,IPS,0,Quad HD,Intel,Core M,,1.0,3,Intel,8,0,0,512,0,512,0.92,Light,Mid-Range,62071.2,No,0.3399999999999999,5.477580584876721e-06,Low Value
LENOVO,2 in 1 Convertible,14.0,2560,1440,IPS,1,Quad HD+,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.42,Medium,Premium,124142.4,No,0.5650000000000001,4.551225044787277e-06,Low Value
ASUS,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.63,Medium,Budget,15930.72,No,0.1133333333333333,7.114137548920156e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.95,Medium,Mid-Range,43156.8,No,0.5525,1.2802154005857709e-05,High Value
LENOVO,2 in 1 Convertible,13.9,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.38,Medium,Mid-Range,71874.72,No,0.665,9.252209956435308e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,8,256,0,0,0,256,2.0,Medium,Budget,39373.92,No,0.4650000000000001,1.180984773677602e-05,High Value
HP,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,3.14,Heavy,Premium,110017.872,No,0.665,6.044472483525222e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.37,Heavy,Mid-Range,58554.72,No,0.5650000000000001,9.649094043998504e-06,Balanced
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.29,Light,Mid-Range,79866.72,No,0.5650000000000001,7.074285760076287e-06,Low Value
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.06,Medium,Premium,93186.72,No,0.5650000000000001,6.063095685737196e-06,Low Value
DELL,Netbook,11.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,128,0,0,0,128,1.63,Medium,Budget,39640.32,No,0.1258333333333333,3.17437733432357e-06,Low Value
HP,Netbook,12.5,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.26,Light,Mid-Range,74005.92,No,0.5650000000000001,7.634524373185281e-06,Low Value
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,2.1,Medium,Mid-Range,41558.4,No,0.5133333333333333,1.2352095685429018e-05,High Value
HP,Notebook,15.6,1366,768,Standard,0,HD,AMD,A12-Series,,2.0,4,AMD,8,0,2048,0,0,2048,2.04,Medium,Budget,33513.119999999995,No,0.54,1.611309242469815e-05,High Value
DELL,Gaming,15.6,3840,2160,Standard,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.62,Heavy,Premium,89457.12,No,0.7433333333333334,8.30938144815453e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,4,0,1024,0,0,1024,2.4,Heavy,Budget,32447.52,No,0.5133333333333333,1.5820418119268694e-05,High Value
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,AMD,12,0,1024,0,0,1024,3.74,Heavy,Premium,93186.72,No,0.6666666666666666,7.154095204409669e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,2.9,Heavy,Premium,128671.2,No,0.7433333333333334,5.77699853062172e-06,Low Value
SAMSUNG,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,0.81,Light,Mid-Range,79866.72,No,0.5650000000000001,7.074285760076287e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,1.98,Medium,Mid-Range,51202.08,No,0.64,1.2499492208129044e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,256,0,0,0,256,2.18,Medium,Mid-Range,42081.0768,No,0.5650000000000001,1.3426462509153284e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.32,Medium,Premium,99047.52,No,0.665,6.713949021641329e-06,Low Value
RAZER,Ultrabook,12.5,3840,2160,IPS,1,UHD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.29,Light,Premium,95850.72,No,0.7433333333333334,7.75511475900581e-06,Low Value
HP,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.23,Light,Budget,20512.8,No,0.1133333333333333,5.5250055250055236e-06,Low Value
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.36,Heavy,Premium,133467.4656,No,0.7058333333333333,5.2884298818463015e-06,Low Value
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.76,Medium,Mid-Range,40226.4,No,0.5133333333333333,1.2761105476337263e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.1,Medium,Budget,26101.872,No,0.4133333333333333,1.5835390401628407e-05,High Value
TOSHIBA,Ultrabook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,128,0,0,0,128,1.25,Light,Mid-Range,58075.2,No,0.5258333333333333,9.05435251765527e-06,Balanced
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.13,Light,Premium,133146.72,No,0.6900000000000001,5.1822530814127455e-06,Low Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.4,Heavy,Mid-Range,63882.72,No,0.5650000000000001,8.844332238827652e-06,Balanced
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,0,256,0,256,1.13,Light,Premium,99900.0,No,0.54,5.405405405405406e-06,Low Value
TOSHIBA,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,2.0,1,Intel,4,128,0,0,0,128,1.75,Medium,Budget,26586.72,No,0.2258333333333333,8.494215658544315e-06,Balanced
ASUS,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,72354.23999999999,No,0.5650000000000001,7.808802911895697e-06,Low Value
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.76,Medium,Budget,31168.8,No,0.4133333333333333,1.3261124372235481e-05,High Value
ACER,Netbook,11.6,1366,768,IPS,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.35,Medium,Budget,18914.4,No,0.1133333333333333,5.991907400358103e-06,Low Value
ACER,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,8,128,0,0,0,128,1.5,Medium,Budget,32980.32,No,0.4525,1.3720303502209803e-05,High Value
RAZER,Gaming,17.3,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,32,512,0,0,0,512,3.49,Heavy,Premium,292986.72,Yes,0.8500000000000001,2.9011553834248877e-06,Low Value
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,16,512,0,0,0,512,1.1,Light,Premium,111834.72,No,0.7433333333333334,6.646713411839663e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,4,0,1024,0,0,1024,2.1,Medium,Budget,27652.32,No,0.5133333333333333,1.8563843226656328e-05,High Value
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,63190.08,No,0.5650000000000001,8.941276858646168e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.32,Medium,Premium,87912.0,No,0.5650000000000001,6.426881426881427e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.21,Heavy,Premium,147832.28639999998,Yes,0.7183333333333334,4.85910994699554e-06,Low Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.9,Heavy,Premium,128884.32,No,0.7183333333333334,5.573473432092696e-06,Low Value
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,3,Intel,4,0,500,0,0,500,2.0,Medium,Budget,35644.32,No,0.4133333333333333,1.1596050460026542e-05,High Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.5,Medium,Budget,17316.0,No,0.1133333333333333,6.545006545006543e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,128,0,0,128,2.3,Heavy,Budget,31435.2,No,0.54,1.717819514429684e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,2.73,Heavy,Premium,95850.72,No,0.7433333333333334,7.75511475900581e-06,Low Value
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,32,512,1024,0,0,1536,4.42,Heavy,Premium,163723.57919999998,Yes,0.8500000000000001,5.191677363476551e-06,Low Value
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.63,Heavy,Mid-Range,48484.8,No,0.54,1.1137511137511138e-05,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,2.18,Medium,Budget,38041.3872,No,0.5525,1.4523655435993145e-05,High Value
HP,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,512,0,0,0,512,1.54,Medium,Premium,99633.6,No,0.6900000000000001,6.925374572433396e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,4,256,0,0,0,256,2.18,Medium,Budget,39373.92,No,0.6383333333333333,1.6212084885968514e-05,High Value
HP,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.4,Medium,Budget,32767.2,No,0.1133333333333333,3.458743296141669e-06,Low Value
ASUS,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,6.0,2.0,4,NVIDIA,8,512,0,0,0,512,1.45,Medium,Mid-Range,54665.28,No,0.5900000000000001,1.079295669938945e-05,Balanced
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.28,Light,Premium,121318.56,No,0.5650000000000001,4.657160454261904e-06,Low Value
HP,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,512,0,0,0,512,1.54,Medium,Mid-Range,78215.04,No,0.6900000000000001,8.821832731914476e-06,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.86,Medium,Budget,15930.72,No,0.1258333333333333,7.898785072698114e-06,Balanced
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,2.1,Medium,Premium,101178.72,No,0.7058333333333333,6.976104593271523e-06,Low Value
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,0,1024,0,0,1024,2.83,Heavy,Mid-Range,46087.2,No,0.64,1.3886719089031229e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.96,Medium,Premium,101391.84,No,0.665,6.558713206112051e-06,Low Value
ASUS,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.3,Heavy,Mid-Range,41931.36,No,0.665,1.585925188212355e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.9,Medium,Mid-Range,50349.6,No,0.5525,1.0973274862163752e-05,Balanced
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,1024,0,0,1024,2.0,Medium,Budget,23922.72,No,0.1133333333333333,4.7374768978332436e-06,Low Value
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.28,Light,Premium,136343.52,Yes,0.665,4.877386178675746e-06,Low Value
DELL,Notebook,13.3,1920,1080,Standard,1,Full HD,Intel,i5,6.0,2.0,4,Intel,8,0,1024,0,0,1024,1.62,Medium,Budget,34578.72,No,0.54,1.5616541040269855e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,24988.32,No,0.4133333333333333,1.654106131718072e-05,High Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.3,Heavy,Mid-Range,45323.1648,No,0.54,1.1914437184227701e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,256,0,0,0,256,1.84,Medium,Mid-Range,71874.72,No,0.5650000000000001,7.860900188550301e-06,Balanced
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,128,0,0,0,128,1.05,Light,Mid-Range,68464.8,No,0.5258333333333333,7.680345715365168e-06,Low Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.5,Heavy,Mid-Range,54185.76,No,0.54,9.965717930319701e-06,Balanced
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.29,Light,Premium,119347.2,No,0.7433333333333334,6.228326540826542e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,2.07,Medium,Mid-Range,48484.8,No,0.5133333333333333,1.0587510587510586e-05,Balanced
TOSHIBA,Ultrabook,13.3,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,58341.6,No,0.5650000000000001,9.6843418761227e-06,Balanced
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.37,Medium,Premium,103896.0,No,0.665,6.400631400631401e-06,Low Value
ACER,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.56,Medium,Mid-Range,48058.56,No,0.5650000000000001,1.1756490415027002e-05,High Value
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.23,Heavy,Premium,94731.84,No,0.64,6.755912267723292e-06,Low Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.38,Heavy,Mid-Range,56210.4,No,0.5133333333333333,9.132355103919084e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.2,Heavy,Budget,25521.12,No,0.4133333333333333,1.6195736446258366e-05,High Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,73952.64,No,0.665,8.992241521059965e-06,Balanced
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,180,0,0,0,180,1.44,Medium,Budget,39160.8,No,0.4309114583333333,1.100364288608336e-05,Balanced
