Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
LENOVO,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 630",Windows,1.7kg,78534.72,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
DELL,"2 in 1 Convertible",12.5,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.34kg,88977.59999999999,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.34,Medium,No,14,Excellent,No
DELL,Workstation,15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia Quadro M620",Windows,2.06kg,93932.64,1920,1080,NULL,Yes,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,2.06,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.84kg,64948.32,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.84,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Core i3 7100U 2.4GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.1kg,35616.6144,1366,768,NULL,No,HD,Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.10,Medium,No,14,Excellent,No
ACER,Notebook,14,"Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.6kg,17529.12,1920,1080,NULL,No,"Full HD",Intel,Celeron,3450,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.60,Medium,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M",Windows,4.14kg,117162.72,1920,1080,NULL,No,"Full HD",Intel,i7,6820HK,6,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,4.14,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"1TB HDD","AMD Radeon R5 M420",Linux,2.18kg,24775.2,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.18,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1060",Windows,1.8kg,122490.72,3840,2160,NULL,No,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,2048,0,0,2304,1.80,Medium,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,2.2kg,74538.72,1920,1080,NULL,No,"Full HD",Intel,i7,6500U,6,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6GB,"1TB HDD","Intel HD Graphics 620",Windows,2.4kg,30049.92,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,6,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Intel HD Graphics 630",Windows,2kg,69210.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,7700HQ,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
ACER,Notebook,14,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",4GB,"128GB Flash Storage","Intel HD Graphics 405",Windows,1.6kg,18594.719999999998,1366,768,NULL,No,HD,Intel,Pentium,3710,NULL,1.00,Entry,Intel,Budget,4,0,0,128,0,128,1.60,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Xeon E3-1535M v6 3.1GHz",32GB,"1TB SSD","Nvidia Quadro M2200M",Windows,2.5kg,261018.72,3840,2160,NULL,No,UHD,Intel,Xeon,E3-1535M,NULL,3.00,High,NVIDIA,Premium,32,1024,0,0,0,1024,2.50,Heavy,No,14,Excellent,Yes
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"1TB HDD","Nvidia GeForce GTX 960<U+039C>",Windows,2.59kg,46833.652799999996,1920,1080,NULL,No,"Full HD",Intel,i7,6700HQ,6,2.00,High,NVIDIA,Mid-Range,16,0,1024,0,0,1024,2.59,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2.0GHz",4GB,"1TB HDD","Intel HD Graphics 520",Linux,2.18kg,23650.992,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,2.18,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2.0GHz",4GB,"1TB HDD","Intel HD Graphics 520",Linux,2.25kg,19127.52,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,2.25,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7300U 2.6GHz",4GB,"500GB HDD","Intel HD Graphics 620",Linux,1.93kg,46300.32,1366,768,NULL,No,HD,Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,1.93,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,3kg,62231.04,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,3.00,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","AMD Radeon R5 M420",Linux,2.18kg,30316.32,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Budget,4,128,0,0,0,128,2.18,Medium,No,14,Excellent,No
HP,Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"512GB SSD","Intel HD Graphics 620",Windows,1.84kg,74005.92,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,512,0,0,0,512,1.84,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.94kg,120831.58080000001,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.94,Heavy,No,14,Excellent,No
ACER,"2 in 1 Convertible",11.6,"IPS Panel Touchscreen 1366x768","Intel Celeron Quad Core N3160 1.6GHz",4GB,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.25kg,20193.12,1366,768,NULL,Yes,HD,Intel,Celeron,3160,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.25,Light,No,14,Excellent,No
HP,Notebook,14,1366x768,"Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.31kg,59886.72,1366,768,NULL,No,HD,Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.31,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.65kg,78055.2,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.65,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4GB,"1TB HDD","AMD Radeon 530",Windows,2.2kg,41345.28,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Mid-Range,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
FUJITSU,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.2kg,42570.72,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,1.88kg,49656.96,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,1.88,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2.2kg,47898.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
MEDIACOM,Notebook,14,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",2GB,"32GB Flash Storage","Intel HD Graphics",Windows,1.4kg,12733.92,1920,1080,NULL,No,"Full HD",Intel,Atom,x5-Z8350,NULL,1.00,Entry,Intel,Budget,2,0,0,32,0,32,1.40,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","Intel HD Graphics 620","Not Specified",2.2kg,24935.04,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,128,0,0,0,128,2.20,Heavy,No,14,Excellent,No
ASUS,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",6GB,"1TB HDD","Intel HD Graphics 620",Windows,1.5kg,34046.4528,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,6,0,1024,0,0,1024,1.50,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2kg,96969.59999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
ASUS,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620",Windows,1.1kg,101232,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.10,Light,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.62kg,78801.12,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,2.62,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.8kg,44169.119999999995,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,4,256,0,0,0,256,1.80,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2.2kg,30849.12,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",8GB,"1TB HDD","Intel HD Graphics 500",Windows,2kg,21258.719999999998,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,8,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050",Windows,1.99kg,48304.7136,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,0,1024,0,0,1024,1.99,Medium,No,14,Excellent,No
DELL,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.23kg,99580.31999999999,3200,1800,NULL,Yes,"Quad HD+",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.23,Light,No,14,Excellent,No
LENOVO,Notebook,14,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",2GB,"32GB Flash Storage","Intel HD Graphics 400",Windows,1.42kg,13266.72,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,2,0,0,32,0,32,1.42,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.37kg,93635.3376,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.37,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"1TB SSD","Nvidia GeForce GTX 1050",Windows,2.06kg,127818.72,3840,2160,NULL,Yes,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,1024,0,0,0,1024,2.06,Medium,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050M",Windows,2.5kg,59087.52,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
HP,Notebook,17,1600x900,"AMD A9-Series 9420 3GHz",8GB,"1TB HDD","AMD Radeon R5",Windows,2.6kg,27753.552,1600,900,NULL,No,HD+,AMD,A9-Series,9420,NULL,3.00,Lower-Mid,AMD,Budget,8,0,1024,0,0,1024,2.60,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620",Windows,1.14kg,130536,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.14,Light,No,14,Excellent,No
ASUS,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti","Not Specified",2.5kg,62284.32,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.50,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.4kg,23976,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.40,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"32GB Flash Storage","Intel HD Graphics",Windows,1.43kg,14598.72,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.43,Medium,No,14,Excellent,No
ACER,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel Graphics 620",Windows,1.8kg,48964.32,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.80,Medium,No,14,Excellent,No
RAZER,Gaming,14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD","Nvidia GeForce GTX 1060",Windows,1.95kg,138474.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,0,0,0,256,1.95,Medium,No,14,Excellent,Yes
TOSHIBA,Notebook,13.3,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.2kg,64628.64,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
LENOVO,Ultrabook,12.5,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.36kg,84395.52,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.36,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32GB,"512GB SSD","Nvidia GeForce GTX 1080",Windows,3.8kg,149130.72,1920,1080,NULL,No,"Full HD",Intel,i7,6820HK,6,2.00,High,NVIDIA,Premium,32,512,0,0,0,512,3.80,Heavy,No,14,Excellent,Yes
ACER,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050",Linux,2.4kg,37775.52,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Budget,8,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
DELL,Ultrabook,13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.2kg,77250.672,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.2kg,63499.10399999999,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520","Not Specified",1.86kg,19441.872,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,1.86,Medium,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"500GB HDD","Intel HD Graphics 620",Windows,2.0kg,56689.92,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,0,500,0,0,500,2.00,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","AMD Radeon 530",Windows,2.2kg,48964.32,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,AMD,Mid-Range,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"256GB SSD +  2TB HDD","AMD Radeon 530",Windows,2.2kg,60472.799999999996,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,AMD,Mid-Range,16,256,2048,0,0,2304,2.20,Heavy,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960",Windows,3.31kg,63722.88,1920,1080,NULL,No,"Full HD",Intel,i7,6700HQ,6,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,3.31,Heavy,No,14,Excellent,No
DELL,Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.42kg,167691.8736,3840,2160,NULL,No,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,32,512,1024,0,0,1536,4.42,Heavy,No,14,Excellent,Yes
DELL,Notebook,14,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.56kg,65481.119999999995,1920,1080,NULL,No,"Full HD",Intel,i5,6300U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.56,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"500GB HDD","Intel HD Graphics 500",Windows,2.2kg,22324.32,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.2kg,28504.8,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Budget,4,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,1920x1080,"Intel Core i3 6006U 2GHz",6GB,"1TB HDD","AMD Radeon R5 M430",Windows,2.04kg,28717.92,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,6,0,1024,0,0,1024,2.04,Medium,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.7kg,79215.1056,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.70,Heavy,No,14,Excellent,No
TOSHIBA,Notebook,15.6,1366x768,"Intel Core i3 6100U 2.1GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,2.1kg,26533.44,1366,768,NULL,No,HD,Intel,i3,6100U,6,2.00,Mid,Intel,Budget,4,128,0,0,0,128,2.10,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","Intel HD Graphics 620",Windows,2.06kg,50882.4,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,0,1024,0,0,1024,2.06,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","AMD Radeon 530",Windows,2.1kg,39693.6,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Budget,8,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.0kg,67026.23999999999,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"128GB SSD","Intel HD Graphics 520",Linux,2.1kg,21951.36,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,128,0,0,0,128,2.10,Medium,No,14,Excellent,No
MICROSOFT,Ultrabook,13.5,"Touchscreen 2256x1504","Intel Core i7 7600U 2.8GHz",8GB,"256GB SSD","Intel Iris Plus Graphics 640",Windows,1.252kg,99519.048,2256,1504,NULL,Yes,"Quad HD",Intel,i7,7600U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.25,Light,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"128GB SSD +  1TB HDD","AMD Radeon R5 M430",Windows,1.90kg,43580.376000000004,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Mid-Range,8,128,1024,0,0,1152,1.90,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.3kg,55091.52,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.30,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"AMD E-Series E2-9000 2.2GHz",4GB,"128GB SSD","AMD Radeon R2 Graphics",Windows,2.2kg,18594.719999999998,1366,768,NULL,No,HD,AMD,E-Series,E2-9000,NULL,2.00,Entry,AMD,Budget,4,128,0,0,0,128,2.20,Heavy,No,14,Excellent,No
HP,"2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"128GB SSD","Nvidia GeForce 940MX",Windows,1.63kg,37242.72,1920,1080,NULL,Yes,"Full HD",Intel,i3,7100U,7,2.00,Mid,NVIDIA,Budget,4,128,0,0,0,128,1.63,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.4kg,68944.31999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,2.40,Heavy,No,14,Excellent,No
ASUS,Ultrabook,14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.1kg,60472.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.10,Light,No,14,Excellent,No
